
Clusters Statistics:
Signature	Patterns	Traces	DistinctValues	SharedValues	Sharing	DistinctValuesDistanceMeanMean	DistinctValuesDistanceMeanStdDev	DistinctValuesDistanceMedianMean	DistinctValuesDistancesMedianStdDev	DistinctValuesDistancesThirdQuartileMean	DistinctValuesDistancesThirdQuartileStdDev	DistinctValuesDistanceStdDevMean	DistinctValuesDistanceStdDevStdDev	DistinctValuesMean	DistinctValuesOccurrenciesMean	DistinctValuesOccurrenciesStdDev	DistinctValuesStdDev	EventDistanceMeanMean	EventDistanceMeanStdDev	EventDistanceMedianMean	EventDistanceMedianStdDev	EventDistanceStdDevMean	EventDistanceStdDevStdDev	ValuesMeanOnValuesOccurrenciesMean	ValuesNumberOnValuesDistanceMedian	ValuesNumberOnValuesOccurrenciesPerDistanceMedian	GoMedian	RiMedian	RaMedian

